0,1773100299.0593472,1773100302.0331328,/home/sylva0/on_board/logs/images/0000000000.jpg,0.0,0.0,0.316,nan,nan,nan,-0.02122166007757187,-0.012806456536054611,-1.5282166004180908,1
1,1773100302.215044,1773100302.2946265,/home/sylva0/on_board/logs/images/0000000001.jpg,0.0,0.0,0.268,nan,nan,nan,-0.021231872960925102,-0.012865608558058739,-1.5279362201690674,1
2,1773100303.206445,1773100303.2861075,/home/sylva0/on_board/logs/images/0000000002.jpg,0.0,0.0,0.248,nan,nan,nan,-0.021224642172455788,-0.01302952878177166,-1.5279273986816406,1
3,1773100306.1573381,1773100306.2284741,/home/sylva0/on_board/logs/images/0000000003.jpg,0.0,0.0,0.172,nan,nan,nan,-0.02111745998263359,-0.013252604752779007,-1.5270650386810303,1
4,1773100307.159396,1773100307.2307322,/home/sylva0/on_board/logs/images/0000000004.jpg,0.0,0.0,0.138,nan,nan,nan,-0.021115031093358994,-0.013366472907364368,-1.5266165733337402,1
5,1773100308.163133,1773100308.238022,/home/sylva0/on_board/logs/images/0000000005.jpg,0.0,0.0,0.291,nan,nan,nan,-0.0210125632584095,-0.0133080268278718,-1.5262504816055298,1
6,1773100309.1725476,1773100309.2583632,/home/sylva0/on_board/logs/images/0000000006.jpg,0.0,0.0,0.282,nan,nan,nan,-0.020936183631420135,-0.013333798386156559,-1.525986909866333,1
7,1773100310.1778128,1773100310.259475,/home/sylva0/on_board/logs/images/0000000007.jpg,0.0,0.0,0.178,nan,nan,nan,-0.020885000005364418,-0.013244627974927425,-1.5261822938919067,1
8,1773100311.1655655,1773100311.2503066,/home/sylva0/on_board/logs/images/0000000008.jpg,0.0,0.0,0.426,nan,nan,nan,-0.021007463335990906,-0.013148940168321133,-1.5261764526367188,1
9,1773100312.1592932,1773100312.2349477,/home/sylva0/on_board/logs/images/0000000009.jpg,0.0,0.0,0.243,nan,nan,nan,-0.02112802304327488,-0.013139087706804276,-1.526280164718628,1
10,1773100313.1558523,1773100313.2321763,/home/sylva0/on_board/logs/images/0000000010.jpg,0.0,0.0,0.22,nan,nan,nan,-0.02120821177959442,-0.013122574426233768,-1.52660071849823,1
11,1773100314.1913197,1773100314.3105972,/home/sylva0/on_board/logs/images/0000000011.jpg,0.0,0.0,0.209,nan,nan,nan,-0.02114213816821575,-0.013098699040710926,-1.5268776416778564,1
12,1773100315.1714242,1773100315.2810526,/home/sylva0/on_board/logs/images/0000000012.jpg,0.0,0.0,0.192,nan,nan,nan,-0.02121264860033989,-0.01308882050216198,-1.5269944667816162,1
13,1773100316.1768618,1773100316.2804105,/home/sylva0/on_board/logs/images/0000000013.jpg,0.0,0.0,0.197,nan,nan,nan,-0.021092833951115608,-0.01298175472766161,-1.5272263288497925,1
14,1773100317.1862874,1773100317.2674012,/home/sylva0/on_board/logs/images/0000000014.jpg,0.0,0.0,0.104,nan,nan,nan,-0.021119821816682816,-0.012910004705190659,-1.5273828506469727,1
15,1773100318.1773639,1773100318.2523327,/home/sylva0/on_board/logs/images/0000000015.jpg,0.0,0.0,0.237,nan,nan,nan,-0.02108292654156685,-0.012842711992561817,-1.5275858640670776,1
16,1773100319.1801567,1773100319.2562838,/home/sylva0/on_board/logs/images/0000000016.jpg,0.0,0.0,0.322,nan,nan,nan,-0.0211519543081522,-0.012931407429277897,-1.5276516675949097,1
17,1773100320.1852577,1773100320.2985094,/home/sylva0/on_board/logs/images/0000000017.jpg,0.0,0.0,0.192,nan,nan,nan,-0.0212736614048481,-0.01318587176501751,-1.5276118516921997,1
18,1773100321.1579497,1773100322.1144402,/home/sylva0/on_board/logs/images/0000000018.jpg,0.0,0.0,0.248,nan,nan,nan,-0.021253226324915886,-0.013362742960453033,-1.5276365280151367,1
19,1773100322.169979,1773100322.8666523,/home/sylva0/on_board/logs/images/0000000019.jpg,0.0,0.0,0.243,nan,nan,nan,-0.021217167377471924,-0.013413411565124989,-1.5275019407272339,1
20,1773100323.2254944,1773100323.7070231,/home/sylva0/on_board/logs/images/0000000020.jpg,0.0,0.0,0.144,nan,nan,nan,-0.021168246865272522,-0.013551883399486542,-1.5272177457809448,1
21,1773100324.2000804,1773100324.2750936,/home/sylva0/on_board/logs/images/0000000021.jpg,0.0,0.0,0.254,nan,nan,nan,-0.021061785519123077,-0.013679444789886475,-1.5271717309951782,1
22,1773100325.2042012,1773100325.2969363,/home/sylva0/on_board/logs/images/0000000022.jpg,0.0,0.0,0.019,nan,nan,nan,-0.020995046943426132,-0.013527613133192062,-1.5271296501159668,1
23,1773100326.1769323,1773100326.571624,/home/sylva0/on_board/logs/images/0000000023.jpg,0.0,0.0,0.127,nan,nan,nan,-0.020995210856199265,-0.013519066385924816,-1.5269917249679565,1
24,1773100327.2205803,1773100327.5284264,/home/sylva0/on_board/logs/images/0000000024.jpg,0.0,0.0,0.268,nan,nan,nan,-0.02102522924542427,-0.013467840850353241,-1.5269290208816528,1
25,1773100328.2244034,1773100328.5034764,/home/sylva0/on_board/logs/images/0000000025.jpg,0.0,0.0,0.206,nan,nan,nan,-0.021180246025323868,-0.013207054696977139,-1.5264812707901,1
26,1773100329.2236984,1773100329.308103,/home/sylva0/on_board/logs/images/0000000026.jpg,0.0,0.0,0.192,nan,nan,nan,-0.0211343951523304,-0.0130184106528759,-1.5262961387634277,1
27,1773100330.226442,1773100330.3284616,/home/sylva0/on_board/logs/images/0000000027.jpg,0.0,0.0,0.254,nan,nan,nan,-0.021243060007691383,-0.012969346717000008,-1.5262290239334106,1
28,1773100331.2299783,1773100331.3197732,/home/sylva0/on_board/logs/images/0000000028.jpg,0.0,0.0,0.378,nan,nan,nan,-0.02121489867568016,-0.012951528653502464,-1.5259671211242676,1
29,1773100333.7328472,1773100333.8164935,/home/sylva0/on_board/logs/images/0000000029.jpg,0.0,0.0,0.254,nan,nan,nan,-0.021098637953400612,-0.01295993197709322,-1.5253878831863403,1
30,1773100334.7334116,1773100334.8082788,/home/sylva0/on_board/logs/images/0000000030.jpg,0.0,0.0,0.146,nan,nan,nan,-0.021197952330112457,-0.013117263093590736,-1.5251046419143677,1
31,1773100335.734,1773100335.8208025,/home/sylva0/on_board/logs/images/0000000031.jpg,0.0,0.0,0.189,nan,nan,nan,-0.021247388795018196,-0.013111753389239311,-1.5249086618423462,1
32,1773100336.7377846,1773100336.8250213,/home/sylva0/on_board/logs/images/0000000032.jpg,0.0,0.0,0.019,nan,nan,nan,-0.021227173507213593,-0.01316423062235117,-1.524813175201416,1
33,1773100337.7472212,1773100337.836328,/home/sylva0/on_board/logs/images/0000000033.jpg,0.0,0.0,0.135,nan,nan,nan,-0.02118787169456482,-0.013165690936148167,-1.5247000455856323,1
34,1773100338.7671657,1773100338.8456469,/home/sylva0/on_board/logs/images/0000000034.jpg,0.0,0.0,0.073,nan,nan,nan,-0.02116437628865242,-0.013164816424250603,-1.5243644714355469,1
35,1773100339.7582774,1773100339.8441072,/home/sylva0/on_board/logs/images/0000000035.jpg,0.0,0.0,0.243,nan,nan,nan,-0.021156758069992065,-0.013180303387343884,-1.5244346857070923,1
36,1773100340.7814777,1773100340.8593318,/home/sylva0/on_board/logs/images/0000000036.jpg,0.0,0.0,0.291,nan,nan,nan,-0.021136511117219925,-0.013185360468924046,-1.5243319272994995,1
37,1773100341.7551043,1773100341.8308897,/home/sylva0/on_board/logs/images/0000000037.jpg,0.0,0.0,0.313,nan,nan,nan,-0.021151216700673103,-0.013262562453746796,-1.5243343114852905,1
38,1773100342.793805,1773100342.872818,/home/sylva0/on_board/logs/images/0000000038.jpg,0.0,0.0,0.457,nan,nan,nan,-0.021210111677646637,-0.013270040042698383,-1.5239254236221313,1
39,1773100343.7376745,1773100343.8160727,/home/sylva0/on_board/logs/images/0000000039.jpg,0.0,0.0,0.449,nan,nan,nan,-0.021298401057720184,-0.01322096399962902,-1.5234521627426147,1
40,1773100344.7426176,1773100344.817038,/home/sylva0/on_board/logs/images/0000000040.jpg,0.0,0.0,0.508,nan,nan,nan,-0.021359171718358994,-0.013273773714900017,-1.5232360363006592,1
41,1773100345.745319,1773100345.8194294,/home/sylva0/on_board/logs/images/0000000041.jpg,0.0,0.0,0.593,nan,nan,nan,-0.021219318732619286,-0.013160706497728825,-1.5226261615753174,1
42,1773100346.7453072,1773100346.8169892,/home/sylva0/on_board/logs/images/0000000042.jpg,0.0,0.0,0.647,nan,nan,nan,-0.02117399126291275,-0.0129459323361516,-1.5221953392028809,1
43,1773100347.783197,1773100347.890657,/home/sylva0/on_board/logs/images/0000000043.jpg,0.0,0.0,0.666,nan,nan,nan,-0.0210516769438982,-0.012766561470925808,-1.521930456161499,1
44,1773100348.7865825,1773100348.8710172,/home/sylva0/on_board/logs/images/0000000044.jpg,0.0,0.0,0.607,nan,nan,nan,-0.021123159676790237,-0.012554285116493702,-1.5214824676513672,1
45,1773100349.7915454,1773100349.869256,/home/sylva0/on_board/logs/images/0000000045.jpg,0.0,0.0,0.474,nan,nan,nan,-0.021147415041923523,-0.01255415752530098,-1.5210394859313965,1
46,1773100350.7948391,1773100350.8697503,/home/sylva0/on_board/logs/images/0000000046.jpg,0.0,0.0,0.293,nan,nan,nan,-0.02112826332449913,-0.012590360827744007,-1.5204684734344482,1
47,1773100351.7968693,1773100351.8692174,/home/sylva0/on_board/logs/images/0000000047.jpg,0.0,0.0,0.339,nan,nan,nan,-0.021080411970615387,-0.012601095251739025,-1.5198216438293457,1
48,1773100352.8006186,1773100352.8757038,/home/sylva0/on_board/logs/images/0000000048.jpg,0.0,0.0,0.141,nan,nan,nan,-0.021091856062412262,-0.012503884732723236,-1.5192551612854004,1
